"","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",4,3,3,4,5,6,6,7,8,8,9,8,10,9,11,9,11,12,13,14,15
"2",3,4,4,4,5,5,6,7,6,8,9,9,9,10,11,12,12,12,13,13,13
"3",3,4,3,4,5,5,6,7,6,9,8,8,9,11,11,11,11,12,13,14,16
"4",2,3,2,4,3,4,6,5,6,9,9,9,9,10,11,12,12,12,12,12,15
"5",2,3,3,4,6,5,6,7,8,8,9,9,9,10,11,11,11,12,14,14,15
"6",3,4,4,5,5,5,5,7,7,8,8,9,8,10,11,10,12,14,12,14,15
"7",2,3,3,4,5,5,5,7,7,9,9,9,9,11,11,11,13,12,12,14,15
"8",3,3,4,5,4,5,6,6,7,9,9,9,9,9,10,12,13,12,13,15,13
"9",3,2,4,3,6,6,6,6,7,8,8,8,10,10,11,12,12,12,13,14,14
"10",2,4,3,4,5,6,5,6,6,8,8,10,9,11,12,12,10,12,14,13,14
"11",2,3,4,5,6,6,6,5,8,8,8,8,9,11,11,12,13,14,13,14,14
"12",1,4,3,5,5,5,5,6,6,8,8,9,9,11,11,12,11,12,11,14,15
"13",3,4,3,5,5,6,6,6,7,7,9,9,9,10,10,9,13,14,14,13,14
"14",3,3,4,5,4,5,6,7,7,7,7,8,10,10,11,9,11,14,12,13,16
"15",3,3,4,5,4,4,7,6,6,8,9,8,10,11,11,10,12,12,13,12,15
"16",3,3,3,5,5,6,6,6,8,8,8,9,9,11,10,12,12,12,14,12,15
"17",3,4,4,4,4,5,7,7,8,8,8,9,10,7,10,12,11,11,13,14,14
"18",3,3,3,5,6,6,5,6,7,7,7,10,10,10,11,11,12,12,12,14,14
"19",2,3,3,4,5,6,7,7,7,7,9,9,9,11,10,10,9,11,13,15,15
"20",3,3,4,4,5,5,6,7,5,7,7,9,9,10,11,10,13,14,14,14,14
"21",3,2,4,5,5,5,6,6,8,9,7,8,10,9,12,12,13,13,12,14,14
"22",3,4,4,5,4,6,6,6,7,8,6,9,10,10,12,13,13,14,14,13,12
"23",3,3,4,5,5,6,6,5,8,8,9,9,10,10,11,11,13,13,12,12,14
"24",3,3,4,4,5,6,6,7,8,8,7,8,9,8,11,12,9,12,12,15,15
"25",3,4,3,5,5,6,5,7,7,8,7,9,10,9,11,11,12,13,13,14,15
"26",2,4,4,4,5,6,6,7,7,8,9,9,10,10,10,12,13,13,12,14,14
"27",2,4,4,3,5,6,6,6,7,7,9,8,11,11,11,11,13,13,14,15,14
"28",3,4,3,5,5,6,6,7,6,8,10,9,8,9,10,13,12,13,13,14,15
"29",2,4,3,4,4,5,6,6,7,6,9,9,9,10,10,12,12,13,13,14,14
"30",3,4,4,4,5,6,6,7,7,8,7,8,10,11,8,11,10,12,13,14,16
"31",3,2,3,4,4,6,6,6,8,8,8,9,10,9,10,12,13,13,12,13,12
"32",3,2,5,3,5,5,5,7,8,8,9,9,9,12,10,12,11,14,13,13,12
"33",3,2,3,3,4,6,6,6,7,8,8,8,11,10,11,12,10,13,12,14,15
"34",3,4,3,5,5,6,6,7,7,8,9,9,9,11,10,11,10,14,12,15,13
"35",3,3,3,3,5,6,6,6,6,8,9,9,9,9,10,11,12,12,14,14,16
"36",2,4,4,4,4,5,7,6,8,7,8,9,10,10,11,12,12,12,13,14,15
"37",3,3,4,5,5,5,7,6,7,9,9,9,8,10,11,12,10,12,13,13,14
"38",3,3,4,5,5,6,6,7,8,7,7,8,9,10,11,10,12,14,13,13,13
"39",3,4,4,4,5,7,6,6,8,8,9,7,10,9,9,11,12,13,13,14,13
"40",3,3,4,4,4,5,5,7,6,8,9,9,9,10,11,11,12,11,13,13,14
"41",3,4,3,5,3,6,5,6,8,8,7,8,9,8,11,12,12,13,13,14,15
"42",3,3,4,3,4,5,5,5,6,7,8,8,10,10,12,12,12,13,12,11,14
"43",2,3,4,5,4,6,6,6,6,7,8,10,9,11,10,12,11,12,14,15,13
"44",3,3,4,4,5,6,6,7,8,9,9,10,8,11,12,11,11,12,14,13,13
"45",3,3,4,4,4,5,6,7,8,9,9,10,9,11,10,11,10,13,12,14,15
"46",2,3,4,4,4,5,7,6,8,8,8,10,10,10,11,11,12,13,14,13,12
"47",2,3,4,4,4,6,6,7,8,6,8,8,10,11,11,10,13,12,12,15,15
"48",3,3,4,4,5,4,6,7,8,8,8,9,10,10,11,11,11,12,13,13,14
"49",2,4,4,4,5,5,5,7,8,8,7,8,9,9,11,12,11,13,14,14,14
"50",3,3,3,5,6,5,7,7,7,8,7,8,10,10,9,13,12,12,14,15,12
"51",3,4,4,6,5,5,6,7,8,7,8,10,10,11,10,12,13,13,13,12,15
"52",3,4,4,5,6,5,6,6,8,8,8,9,10,10,11,12,12,12,14,14,15
"53",3,3,3,3,6,6,5,6,8,8,8,9,8,10,12,12,10,12,13,14,14
"54",3,2,4,4,3,5,6,5,7,8,8,9,10,11,8,12,12,14,12,12,13
"55",3,2,3,3,5,4,6,7,7,8,8,10,9,11,11,11,10,12,14,13,15
"56",2,3,4,3,5,5,5,7,8,8,8,9,10,10,11,11,11,12,13,14,13
"57",3,4,4,5,4,6,5,7,7,8,9,9,10,9,10,10,12,12,14,15,14
"58",2,3,4,5,6,6,7,5,7,9,9,9,10,10,11,11,13,13,13,14,14
"59",3,3,3,4,5,5,6,7,7,8,8,8,9,10,10,12,11,14,14,14,15
"60",3,4,5,4,5,6,6,6,7,7,6,9,9,7,12,11,13,13,12,15,15
"61",2,3,4,5,5,6,6,6,6,8,8,9,9,9,10,12,12,10,13,12,14
"62",3,4,4,5,4,5,6,7,7,8,9,9,10,9,11,10,13,14,12,13,12
"63",3,4,3,5,5,6,6,7,8,7,9,10,9,9,11,12,11,13,12,16,15
"64",1,4,4,5,4,5,6,7,8,8,7,9,11,11,10,10,12,12,13,14,14
"65",3,4,4,5,6,6,5,5,8,7,9,9,10,9,10,11,13,12,14,14,13
"66",3,3,4,4,5,6,5,7,5,8,9,9,10,10,10,11,13,12,12,14,16
"67",3,4,4,4,4,5,6,6,8,6,6,9,10,11,11,11,12,12,13,14,14
"68",3,3,4,4,5,5,7,8,8,8,8,9,10,9,10,10,12,11,14,13,16
"69",3,3,4,4,5,5,6,6,7,8,7,10,10,10,12,11,12,12,12,13,13
"70",3,3,4,5,5,6,6,7,7,7,5,8,9,10,7,12,12,13,12,13,11
"71",2,3,4,5,5,4,5,6,8,7,9,9,8,8,12,8,11,13,13,14,15
"72",3,4,4,4,4,6,6,7,6,7,6,9,9,10,11,12,12,13,12,14,13
"73",3,2,5,4,4,7,7,7,6,9,8,9,10,10,11,12,11,13,13,15,15
"74",3,3,4,4,5,6,7,7,6,8,9,10,8,10,10,12,13,13,13,15,15
"75",2,3,4,4,3,5,6,6,7,8,8,8,8,10,9,11,12,12,14,13,14
"76",1,3,3,4,5,5,6,7,8,8,8,8,9,9,8,11,11,13,15,14,13
"77",3,4,4,4,4,5,6,7,7,9,9,9,9,11,10,12,12,12,15,13,14
"78",2,3,3,4,5,5,6,6,7,7,9,9,9,9,11,10,11,12,12,15,15
"79",3,3,4,4,3,6,5,7,8,8,8,8,8,10,10,13,11,11,14,15,16
"80",2,3,3,4,4,6,6,5,7,8,9,10,9,10,11,11,12,13,14,12,14
"81",3,3,3,5,5,6,6,7,7,9,8,9,9,9,11,12,13,13,12,14,15
"82",3,2,4,5,5,6,5,6,7,8,8,9,8,11,11,10,12,13,14,12,14
"83",3,2,4,4,5,5,5,7,7,8,8,8,11,11,11,10,12,14,13,13,12
"84",3,4,4,4,5,5,7,7,7,7,7,9,10,10,11,12,10,10,12,14,14
"85",3,4,4,4,5,5,6,7,8,8,7,9,10,10,10,11,13,13,12,14,13
"86",2,3,3,4,6,6,5,7,7,8,8,7,9,10,11,11,12,13,13,13,15
"87",3,3,5,4,5,6,5,7,6,7,8,9,10,10,11,12,8,12,12,12,15
"88",2,3,2,5,5,4,6,6,7,8,9,9,10,10,8,12,12,13,14,11,14
"89",3,4,3,4,4,5,7,5,8,7,8,9,11,10,11,11,12,13,12,15,15
"90",3,3,3,4,5,6,6,6,7,7,8,8,9,9,11,11,12,11,14,10,15
"91",3,3,4,4,5,5,5,7,8,7,9,9,7,9,10,11,13,13,12,14,14
"92",3,3,3,5,5,4,6,7,7,8,8,9,10,9,11,9,12,13,11,14,14
"93",3,4,3,4,3,3,6,7,6,7,9,8,10,8,9,11,12,11,10,12,15
"94",3,3,3,5,5,6,5,7,7,8,8,8,10,9,11,11,12,12,11,15,12
